gm_id,gm_dir,sa_g,pga_g,max_drift_ratio,is_collapse
1,1,0.0449354033434398,0.0661447133514159,0.00205294871794872,0
1,1,0.0663100764007397,0.0976081367805892,0.00315660256410257,0
1,1,0.090570188294753,0.13331891331103,0.00457576923076923,0
1,1,0.14417236301553,0.212221075484142,0.00714038461538461,0
1,1,0.220816815752883,0.325041368150514,0.0106134615384615,0
1,1,0.32127783220451,0.472919536404563,0.015049358974359,0
1,1,0.482534354147975,0.710288417651159,0.0193900641025641,0
1,1,0.63932015134726,0.941076412009597,0.026128141025641,0
1,2,0.0449354033434398,0.0640378314132637,0.00249820512820513,0
1,2,0.0663100764007397,0.0944990626009622,0.00349166666666667,0
1,2,0.090570188294753,0.129072357596489,0.00409955128205128,0
1,2,0.14417236301553,0.205461279754779,0.00563557692307692,0
1,2,0.220816815752883,0.314687951331391,0.00899384615384616,0
1,2,0.32127783220451,0.457855813561643,0.0110491666666667,0
1,2,0.482534354147975,0.687663875761056,0.0123366666666667,0
1,2,0.63932015134726,0.911100669513743,0.0154540555555556,0
2,1,0.0449354033434398,0.060421009740646,0.00247769230769231,0
2,1,0.0663100764007397,0.0891618072612003,0.00364935897435898,0
2,1,0.090570188294753,0.121782421476102,0.00440307692307692,0
2,1,0.14417236301553,0.193856939115803,0.00594102564102564,0
2,1,0.220816815752883,0.296914548057599,0.00875333333333333,0
2,1,0.321277832204509,0.431996367779712,0.00984044871794871,0
2,1,0.482534354147975,0.648824996391794,0.0155078846153846,0
2,1,0.63932015134726,0.859642202312255,0.0226799358974359,0
2,2,0.0449354033434398,0.119202883062315,0.00378698717948718,0
2,2,0.0663100764007397,0.175904780972763,0.00533564102564103,0
2,2,0.090570188294753,0.240261058340037,0.00645642307692308,0
2,2,0.14417236301553,0.382454814036219,0.00778561538461538,0
2,2,0.220816815752883,0.585774224951436,0.00782865384615385,0
2,2,0.32127783220451,0.85227328594524,0.0105037179487179,0
2,2,0.482534354147975,1.28004828957317,0.019804358974359,0
2,2,0.63932015134726,1.69596352920141,0.0294513461538462,0
3,1,0.0449354033434398,0.10441353615683,0.0019651282051282,0
3,1,0.0663100764007397,0.154080503226229,0.00264525641025641,0
3,1,0.090570188294753,0.210452180833171,0.00341525641025641,0
3,1,0.14417236301553,0.335004141911976,0.00582121794871795,0
3,1,0.220816815752883,0.513097977544152,0.00969711538461538,0
3,1,0.32127783220451,0.74653284611433,0.0108462179487179,0
3,1,0.482534354147975,1.12123436054787,0.0136195512820513,0
3,1,0.63932015134726,1.48554753650014,0.0211000555555556,0
3,2,0.0449354033434398,0.123072002889618,0.00239673076923077,0
3,2,0.0663100764007397,0.181614346532712,0.00330320512820513,0
3,2,0.090570188294753,0.248059517577523,0.00423192307692308,0
3,2,0.14417236301553,0.394868637142005,0.00835903846153846,0
3,2,0.220816815752883,0.604787445184525,0.0122066666666667,0
3,2,0.32127783220451,0.879936605692363,0.0127901282051282,0
3,2,0.482534354147975,1.32159644755274,0.0172245512820513,0
3,2,0.63932015134726,1.75101157794521,0.0210437222222222,0
4,1,0.0449354033434398,0.0830229767092417,0.0018849358974359,0
4,1,0.0663100764007397,0.122514977478451,0.00267397435897436,0
4,1,0.090570188294753,0.167338135943197,0.00346326923076923,0
4,1,0.14417236301553,0.26637390222741,0.00579596153846154,0
4,1,0.220816815752883,0.407982748282974,0.00870525641025641,0
4,1,0.321277832204509,0.593595249973532,0.0133584615384615,0
4,1,0.482534354147975,0.89153396798618,0.0172485897435897,0
4,1,0.63932015134726,1.18121254257755,0.0285584615384615,0
4,2,0.0449354033434398,0.0538050419973708,0.00200852564102564,0
4,2,0.0663100764007397,0.0793987853702338,0.00301532051282051,0
4,2,0.090570188294753,0.108447514038402,0.00401724358974359,0
4,2,0.14417236301553,0.172630030437754,0.00452897435897436,0
4,2,0.220816815752883,0.264403057751658,0.00602576923076923,0
4,2,0.321277832204509,0.38469371516416,0.00818147435897436,0
4,2,0.482534354147975,0.577780085596947,0.0108308974358974,0
4,2,0.63932015134726,0.765513270907953,0.0144647435897436,0
5,1,0.0449354033434398,0.0616942360166567,0.00238666666666667,0
5,1,0.0663100764007397,0.0910406761564547,0.003095,0
5,1,0.090570188294753,0.124348690719948,0.00389514743589744,0
5,1,0.14417236301553,0.197942004058093,0.00637903846153846,0
5,1,0.220816815752883,0.303171302222078,0.00783903846153846,0
5,1,0.32127783220451,0.441099643758701,0.0165832051282051,0
5,1,0.482534354147975,0.6624974099692,0.0199785897435897,0
5,1,0.63932015134726,0.877757077330892,0.0344855,0
5,2,0.0449354033434398,0.0616563228052129,0.0024775,0
5,2,0.0663100764007397,0.0909847285570035,0.00377102564102564,0
5,2,0.090570188294753,0.12427227420994,0.00433615384615385,0
5,2,0.14417236301553,0.197820361947938,0.00542538461538462,0
5,2,0.220816815752883,0.302984993120499,0.00846461538461538,0
5,2,0.32127783220451,0.440828572988701,0.0120633333333333,0
5,2,0.482534354147975,0.662090282723498,0.0199762820512821,0
5,2,0.63932015134726,0.877217665680505,0.0229378205128205,0
6,1,0.0449354033434398,0.0571596469671036,0.00177839743589743,0
6,1,0.0663100764007397,0.0843490939306611,0.00249598717948718,0
6,1,0.090570188294753,0.115208935571466,0.00329174358974359,0
6,1,0.14417236301553,0.183393065583417,0.00473320512820513,0
6,1,0.220816815752883,0.280887903383589,0.00640064102564102,0
6,1,0.32127783220451,0.40867837163516,0.00827852564102564,0
6,1,0.482534354147975,0.613803177013749,0.0124980769230769,0
6,1,0.63932015134726,0.813241040047315,0.0139592307692308,0
6,2,0.0449354033434398,0.12312245012009,0.00226544871794872,0
6,2,0.0663100764007397,0.181688790277685,0.00346782051282051,0
6,2,0.090570188294753,0.248161197207009,0.00469634615384615,0
6,2,0.14417236301553,0.395030493849267,0.00557269230769231,0
6,2,0.220816815752883,0.605035347639325,0.00931948717948718,0
6,2,0.32127783220451,0.880297291824915,0.0117563461538462,0
6,2,0.482534354147975,1.32213817011364,0.0323543333333333,0
6,2,0.63932015134726,1.75172931782558,0.100096111111111,1
7,1,0.0449354033434398,0.184991061091507,0.00376211538461538,0
7,1,0.0663100764007397,0.272986787292799,0.00533557692307692,0
7,1,0.090570188294753,0.372861351835401,0.00598916666666667,0
7,1,0.14417236301553,0.593531968779056,0.00837807692307692,0
7,1,0.220816815752883,0.909063544857159,0.0115173717948718,0
7,1,0.32127783220451,1.32264367653369,0.0159249444444444,0
7,1,0.482534354147975,1.98650808817033,0.0288989444444444,0
7,1,0.63932015134726,2.63196732142338,0.100041111111111,1
7,2,0.0449354033434398,0.117758025865087,0.00393153846153846,0
7,2,0.0663100764007397,0.17377264052208,0.00566179487179487,0
7,2,0.090570188294753,0.237348855963399,0.00649173076923077,0
7,2,0.14417236301553,0.377819082278073,0.00571016025641026,0
7,2,0.220816815752883,0.578674060231183,0.00921405555555556,0
7,2,0.32127783220451,0.841942888226931,0.0114045512820513,0
7,2,0.482534354147975,1.26453283443924,0.0168180769230769,0
7,2,0.63932015134726,1.67540676875694,0.0208610256410256,0
