gm_id,gm_dir,sa_g,pga_g,max_drift_ratio,is_collapse
1,1,0.107295285091456,0.0328190049587512,0.00263358974358974,0
1,1,0.156053988934788,0.0477331005954103,0.003773,0
1,1,0.209398686603054,0.0640499396420247,0.00465971794871795,0
1,1,0.329996277888887,0.100937794900991,0.00604410256410257,0
1,1,0.503641360721982,0.154051581119132,0.00712160256410256,0
1,1,0.726886890112855,0.222336931494529,0.00877352564102564,0
1,1,1.09044922717228,0.333541763399285,0.0131241666666667,0
1,1,1.38633297619077,0.424045369573356,0.0168258974358974,0
1,2,0.107295285091456,0.0457933335474865,0.00236432692307692,0
1,2,0.156053988934788,0.0666034146851393,0.00341820512820513,0
1,2,0.209398686603054,0.0893707854156472,0.00454996153846154,0
1,2,0.329996277888887,0.14084150678116,0.00567620512820513,0
1,2,0.503641360721982,0.21495275211947,0.00857172222222222,0
1,2,0.726886890112855,0.310233332078482,0.0126033888888889,0
1,2,1.09044922717228,0.465400740898681,0.0176639743589744,0
1,2,1.38633297619077,0.591683113870944,0.0257012179487179,0
2,1,0.107295285091456,0.102875163202534,0.00232625,0
2,1,0.156053988934788,0.149625210151486,0.00338642307692308,0
2,1,0.209398686603054,0.200772326951027,0.00460679487179487,0
2,1,0.329996277888887,0.316401796361426,0.00768839743589744,0
2,1,0.503641360721982,0.482893420113071,0.0135611538461539,0
2,1,0.726886890112855,0.696942157210383,0.0259435256410256,0
2,1,1.09044922717228,1.04552722995988,0.0318962222222222,0
2,1,1.38633297619077,1.32922179252438,0.0409839102564103,0
2,2,0.107295285091456,0.0943175406948984,0.0019108141025641,0
2,2,0.156053988934788,0.137178706775533,0.00277842948717949,0
2,2,0.209398686603054,0.18407117450042,0.00379528205128205,0
2,2,0.329996277888887,0.290082060385228,0.00668967948717949,0
2,2,0.503641360721982,0.442724156005919,0.00959705128205128,0
2,2,0.726886890112855,0.63896734866187,0.014520641025641,0
2,2,1.09044922717228,0.958555534587338,0.0223329487179487,0
2,2,1.38633297619077,1.21865109717635,0.0284666666666667,0
3,1,0.107295285091456,0.0987495097130909,0.00265564102564103,0
3,1,0.156053988934788,0.143624716435089,0.00382475641025641,0
3,1,0.209398686603054,0.192720655143338,0.00470895512820513,0
3,1,0.329996277888887,0.303712978821912,0.00634588888888889,0
3,1,0.503641360721982,0.463527706740674,0.00744333333333333,0
3,1,0.726886890112855,0.668992341595758,0.0128199444444444,0
3,1,1.09044922717228,1.00359793497446,0.0229750555555556,0
3,1,1.38633297619077,1.27591535435353,0.0291977222222222,0
3,2,0.107295285091456,0.0641864182523701,0.00221998717948718,0
3,2,0.156053988934788,0.0933549558601865,0.00322988461538462,0
3,2,0.209398686603054,0.125266936644458,0.00439371794871795,0
