gm_id,gm_dir,sa_g,pga_g,max_drift_ratio,is_collapse
1,1,0.0783199777146612,0.0378360376896913,0.00154591025641026,0
1,1,0.114142123370698,0.0551415591251716,0.00225251282051282,0
1,1,0.155652295866973,0.0751949413771007,0.00300153846153846,0
1,1,0.24547900078521,0.118589828505509,0.00500483974358974,0
1,1,0.375310823369791,0.181311012499308,0.00721942307692308,0
1,1,0.547032259656415,0.264268885127155,0.00805801282051282,0
1,1,0.822746390540127,0.397465172359292,0.0116046794871795,0
1,1,1.09574238118714,0.529348337965981,0.0182948717948718,0
1,2,0.0783199777146611,0.0465287521681849,0.00161653846153846,0
1,2,0.114142123370698,0.0678101644718854,0.0023750641025641,0
1,2,0.155652295866973,0.0924707502495581,0.00342679487179487,0
1,2,0.24547900078521,0.14583548059272,0.00514083333333333,0
1,2,0.375310823369791,0.222966665672856,0.00597705128205128,0
1,2,0.547032259656415,0.324983856996053,0.0101930769230769,0
1,2,0.822746390540126,0.488781585742766,0.0132503205128205,0
1,2,1.09574238118714,0.650964507167998,0.0147603846153846,0
2,1,0.0783199777146612,0.133581409320231,0.00233448717948718,0
2,1,0.114142123370698,0.194679137399796,0.00360628205128205,0
2,1,0.155652295866973,0.265478280925859,0.00569358974358974,0
2,1,0.24547900078521,0.41868539599025,0.00950166666666666,0
2,1,0.375310823369791,0.640124655059598,0.0136395512820513,0
2,1,0.547032259656415,0.933010227029922,0.0279411111111111,0
2,1,0.822746390540126,1.40326421902071,0.0661155555555556,0
2,1,1.09574238118714,1.86888219075021,0.0764227777777778,0
2,2,0.0783199777146612,0.0867850188384939,0.0023074358974359,0
2,2,0.114142123370698,0.1264789216754,0.00320724358974359,0
2,2,0.155652295866973,0.172475629120888,0.00391397435897436,0
2,2,0.24547900078521,0.272011054257631,0.00662480769230769,0
2,2,0.375310823369791,0.415875461495959,0.00722205128205128,0
2,2,0.547032259656415,0.606157028446893,0.0128742948717949,0
2,2,0.822746390540126,0.911671109796059,0.0161216025641026,0
2,2,1.09574238118714,1.21417326674827,0.0152082222222222,0
3,1,0.0783199777146612,0.129549754941161,0.00271164743589744,0
3,1,0.114142123370698,0.188803477000601,0.0040549358974359,0
3,1,0.155652295866973,0.257465813627532,0.00496942307692308,0
3,1,0.24547900078521,0.406048945912453,0.00545598717948718,0
3,1,0.375310823369791,0.620804890566509,0.00908121794871795,0
3,1,0.547032259656415,0.904850808839439,0.013544358974359,0
3,1,0.822746390540126,1.36091194588332,0.0232156666666667,0
3,1,1.09574238118714,1.81247698356871,0.0413556666666667,0
3,2,0.0783199777146612,0.0795891053570444,0.00159377564102564,0
3,2,0.114142123370698,0.115991727113664,0.00232185897435897,0
3,2,0.155652295866973,0.158174546728751,0.00308653846153846,0
3,2,0.24547900078521,0.249456838810856,0.00569641025641026,0
3,2,0.375310823369791,0.381392507179247,0.00722788461538461,0
3,2,0.547032259656415,0.555896584982639,0.00800070512820513,0
3,2,0.822746390540126,0.836078495800801,0.0107839743589744,0
3,2,1.09574238118714,1.11349822057159,0.0199862820512821,0
4,1,0.0783199777146612,0.0453990766825335,0.00185079487179487,0
4,1,0.114142123370698,0.066163795787744,0.00268571153846154,0
4,1,0.155652295866973,0.0902256451300585,0.00325711538461539,0
4,1,0.24547900078521,0.142294728698745,0.00457096153846154,0
4,1,0.375310823369791,0.217553239251756,0.00557978205128205,0
4,1,0.547032259656415,0.31709354661004,0.00631076923076923,0
4,1,0.822746390540126,0.476914416529727,0.00904147435897436,0
4,1,1.09574238118714,0.635159685170651,0.0126442948717949,0
4,2,0.0783199777146612,0.052183557147032,0.00201282051282051,0
4,2,0.114142123370698,0.0760513752889307,0.00288576923076923,0
4,2,0.155652295866973,0.10370904989316,0.00336434615384615,0
4,2,0.24547900078521,0.163559385991416,0.00571673076923077,0
4,2,0.375310823369791,0.250064598723078,0.00853833333333333,0
4,2,0.547032259656415,0.364480302676426,0.00979616666666667,0
4,2,0.822746390540126,0.548184952818596,0.0132973333333333,0
4,2,1.09574238118714,0.730078542353825,0.0171779444444444,0
5,1,0.0783199777146612,0.0994772256545728,0.00205730769230769,0
5,1,0.114142123370698,0.144976315041947,0.00294448717948718,0
5,1,0.155652295866973,0.197699986790378,0.00359591025641026,0
5,1,0.24547900078521,0.311792350650761,0.00614820512820513,0
5,1,0.375310823369791,0.476696758047867,0.0123585256410256,0
5,1,0.547032259656415,0.694806780109507,0.018701217948718,0
5,1,0.822746390540126,1.04500193611424,0.05144,0
5,1,1.09574238118714,1.3917446773255,0.0563288888888889,0
5,2,0.0783199777146612,0.0957263758705705,0.00182173076923077,0
5,2,0.114142123370698,0.139509894196549,0.00279384615384616,0
5,2,0.155652295866973,0.190245587576181,0.00374075641025641,0
5,2,0.24547900078521,0.300036028905793,0.00584569230769231,0
5,2,0.375310823369791,0.458722614517094,0.010529358974359,0
5,2,0.547032259656415,0.668608664470993,0.0138944871794872,0
5,2,0.822746390540126,1.00559949740966,0.0263170512820513,0
5,2,1.09574238118714,1.33926809097136,0.0545787820512821,0
6,1,0.0783199777146612,0.131693237443985,0.00205890384615385,0
6,1,0.114142123370698,0.191927349752094,0.00293211538461539,0
6,1,0.155652295866973,0.261725748097009,0.00400442307692308,0
6,1,0.24547900078521,0.412767282131993,0.00639928846153846,0
