gm_id,gm_dir,sa_g,pga_g,max_drift_ratio,is_collapse
1,1,0.0353525521657228,0.0751702987930616,0.00198365384615385,0
1,1,0.0525673116386753,0.111774123240203,0.0029473717948718,0
1,1,0.0718418913064892,0.152757753105122,0.00405044871794872,0
1,1,0.115093985727518,0.244724885939362,0.00811147435897436,0
1,1,0.176521968816515,0.375339496771679,0.0124502564102564,0
1,1,0.256523161740753,0.54544641147831,0.0150691025641026,0
1,1,0.384964184474108,0.818551165298996,0.0214601923076923,0
1,1,0.507626093503403,1.07936776233098,0.0325492948717949,0
1,2,0.0353525521657228,0.10798986407408,0.00227538461538462,0
1,2,0.0525673116386753,0.160575021910424,0.0036074358974359,0
1,2,0.0718418913064892,0.219452220610392,0.0053000641025641,0
1,2,0.115093985727518,0.351572464024525,0.00906673076923077,0
1,2,0.176521968816515,0.539213783752426,0.0118539743589744,0
1,2,0.256523161740753,0.783589859039834,0.0137923717948718,0
1,2,0.384964184474108,1.17593292161395,0.0192362179487179,0
1,2,0.507626093503403,1.55062278335423,0.0318934615384615,0
2,1,0.0353525521657228,0.0506775269548858,0.00198258974358974,0
2,1,0.0525673116386753,0.075354711026996,0.00284405128205128,0
2,1,0.0718418913064892,0.102984626572579,0.00385211538461538,0
2,1,0.115093985727518,0.164986067673688,0.00526307692307692,0
2,1,0.176521968816515,0.253042461853773,0.00748121794871795,0
2,1,0.256523161740753,0.36772336499864,0.0101192948717949,0
2,1,0.384964184474108,0.551842275598644,0.0134378205128205,0
2,1,0.507626093503403,0.727676884993462,0.0217269230769231,0
2,2,0.0353525521657228,0.119254823710067,0.00330989358974359,0
2,2,0.0525673116386753,0.177325400808278,0.00477180384615385,0
2,2,0.0718418913064892,0.242344372835973,0.00560738076923077,0
2,2,0.115093985727518,0.388246735728801,0.00714498897435898,0
2,2,0.176521968816515,0.595461854450727,0.00994410256410256,0
2,2,0.256523161740753,0.865330013163901,0.0117683333333333,0
2,2,0.384964184474108,1.29860033128419,0.0208886538461538,0
2,2,0.507626093503403,1.71237595542178,0.0335153205128205,0
3,1,0.0353525521657228,0.098658936684336,0.00173512820512821,0
3,1,0.0525673116386752,0.146700443190472,0.00262410256410256,0
3,1,0.0718418913064892,0.200490323087964,0.00357019230769231,0
3,1,0.115093985727518,0.321194639566891,0.00516608974358975,0
3,1,0.176521968816515,0.492622701275542,0.00848775641025641,0
3,1,0.256523161740753,0.71588331879431,0.0100325641025641,0
3,1,0.384964184474108,1.0743257494884,0.0146005128205128,0
3,1,0.507626093503403,1.41664031449552,0.0216992948717949,0
3,2,0.0353525521657228,0.105388458329287,0.00225910256410256,0
3,2,0.0525673116386753,0.156706873838847,0.00307955128205128,0
3,2,0.0718418913064892,0.214165759030889,0.00429461538461539,0
3,2,0.115093985727518,0.3431033115215,0.0088774358974359,0
3,2,0.176521968816515,0.526224473628259,0.0142596153846154,0
3,2,0.256523161740753,0.764713687851499,0.013155641025641,0
3,2,0.384964184474108,1.14760546066188,0.0175264102564103,0
3,2,0.507626093503403,1.51326928679036,0.0188332222222222,0
4,1,0.0353525521657228,0.0941766698774311,0.00197288461538462,0
4,1,0.0525673116386753,0.140035557583862,0.00289102564102564,0
4,1,0.0718418913064892,0.191381658931587,0.00364851282051282,0
4,1,0.115093985727518,0.306602144250498,0.00552660256410256,0
4,1,0.176521968816515,0.470241896692983,0.00838394230769231,0
4,1,0.256523161740753,0.683359351424631,0.0167517948717949,0
4,1,0.384964184474108,1.0255170474228,0.0254391666666667,0
4,1,0.507626093503403,1.35227959794632,0.0633277777777778,0
4,2,0.0353525521657228,0.0617465586581751,0.00181283974358974,0
4,2,0.0525673116386753,0.0918137558042314,0.00267669230769231,0
4,2,0.0718418913064892,0.125478622727878,0.0039028141025641,0
4,2,0.115093985727518,0.201022475198207,0.00518532051282051,0
4,2,0.176521968816515,0.308312227385766,0.00721070512820513,0
4,2,0.256523161740753,0.44804183809291,0.00916134615384616,0
4,2,0.384964184474108,0.672376169236636,0.0122211538461538,0
4,2,0.507626093503403,0.886616734542827,0.0195867948717949,0
5,1,0.0353525521657228,0.050584388676686,0.00231332692307692,0
5,1,0.0525673116386753,0.0752162195010471,0.00316528846153846,0
5,1,0.0718418913064892,0.102795355087241,0.00368070512820513,0
5,1,0.115093985727518,0.164682846123754,0.00599025641025641,0
5,1,0.176521968816515,0.252577404842813,0.00839147435897436,0
5,1,0.256523161740753,0.36704754036536,0.0189269230769231,0
5,1,0.384964184474108,0.550828065899088,0.0210171794871795,0
5,1,0.507626093503403,0.726339515626279,0.0314334615384615,0
5,2,0.0353525521657228,0.0596412616095417,0.0017525,0
5,2,0.0525673116386753,0.0886832942316495,0.00260064102564103,0
5,2,0.0718418913064892,0.121200331275912,0.0033600641025641,0
5,2,0.115093985727518,0.19416845721015,0.00493730769230769,0
5,2,0.176521968816515,0.297800081664963,0.00812935897435898,0
5,2,0.256523161740753,0.432765502376403,0.0125410256410256,0
5,2,0.384964184474108,0.649450979632115,0.0189679487179487,0
5,2,0.507626093503403,0.856386845864572,0.023268141025641,0
6,1,0.0353525521657228,0.0581563873953442,0.0016504358974359,0
6,1,0.0525673116386753,0.086475367482937,0.00245442948717949,0
6,1,0.0718418913064892,0.118182835639385,0.00341740384615385,0
6,1,0.115093985727518,0.189334291608332,0.00530410256410256,0
6,1,0.176521968816515,0.29038582431499,0.00803102564102564,0
6,1,0.256523161740753,0.421991043253121,0.0109077564102564,0
6,1,0.384964184474108,0.633281754048752,0.0133573717948718,0
6,1,0.507626093503403,0.835065587553047,0.0201167948717949,0
6,2,0.0353525521657228,0.114192930843724,0.00230519230769231,0
6,2,0.0525673116386753,0.169798642951043,0.00327429487179487,0
6,2,0.0718418913064892,0.232057818264066,0.00411292307692308,0
6,2,0.115093985727518,0.37176720625715,0.00723653846153846,0
6,2,0.176521968816515,0.570186867498823,0.0106205769230769,0
6,2,0.256523161740753,0.828600196420252,0.0140525641025641,0
6,2,0.384964184474108,1.24347991310187,0.0559894444444444,0
6,2,0.507626093503403,1.63969240800973,0.100001111111111,1
7,1,0.0353525521657228,0.105921878887147,0.00239205128205128,0
7,1,0.0525673116386753,0.157500041035604,0.0032176858974359,0
7,1,0.0718418913064892,0.215249752671822,0.0039706858974359,0
7,1,0.115093985727518,0.344839918762338,0.00619095512820513,0
7,1,0.176521968816515,0.528887943202937,0.00804608974358975,0
7,1,0.256523161740753,0.768584263514559,0.00948448717948718,0
7,1,0.384964184474108,1.15341403168317,0.0127228333333333,0
7,1,0.507626093503403,1.52092865442841,0.0202410256410256,0
7,2,0.0353525521657228,0.101507703614064,0.00285884615384615,0
7,2,0.0525673116386753,0.15093640381586,0.00369923076923077,0
7,2,0.0718418913064892,0.206279461115784,0.00510254487179487,0
7,2,0.115093985727518,0.330469102661215,0.00630865384615385,0
7,2,0.176521968816515,0.50684713250692,0.00909846153846154,0
7,2,0.256523161740753,0.736554378027906,0.0119973717948718,0
7,2,0.384964184474108,1.10534679805991,0.013976858974359,0
7,2,0.507626093503403,1.45754566189621,0.0171689102564103,0
8,1,0.0353525521657228,0.0683002595695403,0.00238826923076923,0
8,1,0.0525673116386753,0.101558750637403,0.00341826923076923,0
